No,Headline,Body,link
21,"Kandidatong hindi dadalo sa debate ng Comelec, hindi makakagamit ng e-rally platform","ni Jasmin Joy Evangelista  |  March 7, 2022


Pirmado na ng Comelec at Vote Pilipinas/Impact Hub Manila ng memorandum of agreement para sa gaganapin na Pilipinas Debates 2022. 

Gaganapin ang unang presidential debate na pangungunahan ng Comelec sa Marso 19, habang susundan naman ito ng vice presidential debate kinabukasan (Marso 20).

""Inaanyayahan namin ang presidential at vice presidential candidates na lumahok sa aming inoorganisang debate. Wala pong ibang layunin ang debateng ito kundi matulungan ang ating mga botanteng malaman kung saan kayo tumatayo sa iba't ibang isyung kinakaharap ng ating lipunan at kung ano ang inyong plano,"" pahayag ni Comelec Acting Chair Socorro Inting.

Ayon kay COMELEC Spokesperson James Jimenez, ang mga kandidatong hindi sasali sa debate ay hindi papahintulutan umere sa E-Rally ng Comelec.

Ang unang presidential debates na itinakda ngayong buwan ay three-hour event at susundin ang single moderator format at walang live audience.

Bubunot ang mga kandidato kung kanino mapupunta ang unang tanong pero sa mga susunod na tanong ay sasagutin sa pamamagitan ng alphabetical order, ayon pa sa Comelec.",https://www.bulgaronline.com/post/kandidatong-hindi-dadalo-sa-debate-ng-comelec-hindi-makakagamit-ng-e-rally-platform
22,Mahigit P12.5 M lotto jackpot sapul ng nag-iisang mananaya,"ni Jasmin Joy Evangelista  |  March 7, 2022


Masuwerteng nasungkit ng isang mananaya mula sa Rizal ang P12.5-million jackpot ng Lotto 6/42 noong Sabado ng gabi. 

Sa advisory na inilabas ng Philippine Charity Sweepstakes Office (PCSO) nasapul ng jackpot winner ang kombinasyon ng mga numerong 18-34-33-39-11-36 at may premyong P12,537,017.20.

Nabili umano ang ticket sa Taytay.

Maaaring i-claim ng naturang bettor ang tseke ng kanyang napanalunan sa PCSO main office sa Mandaluyong City dala ang winning ticket at dalawang ID.",https://www.bulgaronline.com/post/mahigit-p12-5-m-lotto-jackpot-sapul-ng-nag-iisang-mananaya
23,Ka Leody inanunsiyo ang kumpletong Senate slate ng Partido Lakas ng Masa,"ni Jasmin Joy Evangelista  |  March 7, 2022


Inanunsiyo na ni presidential candidate Leody de Guzman ang kanyang complete Senate slate ng Partido Lakas ng Masa (PLM) para sa May 9 elections.

Bukod kina labor leader Luke Espiritu at environmentalists Roy Cabonegro, at David D’Angelo, inendorso rin ng PLM ang 9 pang guest candidates.

Kabilang dito sina Teddy Baguilat, Leila De Lima, Chel Diokno, Risa Hontiveros, at Sonny Matula, Neri Colmenares, Bong Labog, Samira Gutoc, at Agnes Bailen.

Ayon kay De Guzman, ang mga naturang kandidato ang kumumpleto sa kanyang Labor and Ecology Advocates for Democracy slate ng PLM.

Noong Oktubre, ipinakilala ni De Guzman ang kanyang senatorial lineup pero hindi kabilang dito sina Baguilat, Gutoc, at Bailen.",https://www.bulgaronline.com/post/ka-leody-inanunsiyo-ang-kumpletong-senate-slate-ng-partido-lakas-ng-masa
24,Red Cross magsasagawa ng mobile vaccination sa mga bedridden sa Navotas,"ni Jasmin Joy Evangelista  |  March 7, 2022


Nakatakdang magsagawa ng limang araw na mobile vaccination ang Red Cross para sa mga bedridden sa Navotas  simula ngayong araw, March 7. 

Layon ng programang ito na makapagbigay ng bakuna kontra- COVID-19 sa mga residente lalo na sa mga bedridden at sa mga nahihirapang umalis ng bahay. 

Ito ay bukas sa lahat ng residente o empleyado ng Navotas. 

Unang pupuntahan ng PRC vaccination bus ang Bagumbayan North, ang North Bay Blvd., North, at Bangkulasi Nuestro  Senior sa Marso 8, NBBS Proper sa Marso 9, NBBS Dagat-Dagatan  sa Marso 10, at NBBS Kaunlaran at San Rafael Village sa Marso  11.

Puwede ang walk in pero pinapayuhan na magpalista sa kanilang barangay o health center ang mga nais magpabakuna.",https://www.bulgaronline.com/post/red-cross-magsasagawa-ng-mobile-vaccination-sa-mga-bedridden-sa-navotas
25,"2 mangingisda, palutang-lutang, nasagip sa Ilocos Sur","ni Lolet Abania  |  March 6, 2022


Dalawang mangingisda ang nasagip ng mga kapwa nila mangingisda, matapos na makitang palutang-lutang sa karagatan sa bahagi ng Barangay Nalvo sa bayan ng Sta. Maria, Ilocos Sur, ngayong Linggo ng umaga. 

Namataan ang mga ito ng mga mangingisda rin mula sa nasabing barangay at sila ay tinulungan.

Ayon kay Mariano Servanio Jr., isa sa anim na mangingisda na sumagip sa dalawa, habang sila ay nasa laot natanawan nila na mayroong nagwawagayway ng tila damit sa kanila at humihingi ng tulong. 

Agad naman nila itong nilapitan at tumambad sa kanila, ang dalawa na palutang-lutang habang nakagabay sa sirang bangka.

Sa salaysay ng dalawang mangingisda, nanggaling sila sa Bolinao, Pangasinan habang nabangga umano ang kanilang bangka ng isang barko nitong Biyernes.

“Ang kuwento nila, ala-una y media ng madaling-araw, dahil sa pagod sila sa pangingisda, nakatulog sila sa kanilang bangka at nang magising sila ay barko na ang nasa kanilang harapan,” sabi ni Servanio.

Sinabi pa ng mga nailigtas na mangingisda, dalawang gabi silang nagpalutang-lutang habang nakagabay-gabay sa sira nilang bangka.

Agad na dinala sa ospital ang dalawang mangingisda para itsek ang kanilang kondisyon at suriin.

Ipinaalam na rin sa kanilang pamilya ang naganap sa dalawa at sinabing ligtas na ang mga ito.",https://www.bulgaronline.com/post/2-mangingisda-palutang-lutang-nasagip-sa-ilocos-sur
26,"‘Lola Basyang’ Luz Fernandez, pumanaw na  ","ni Lolet Abania  |  March 6, 2022


Pumanaw na ang beteranang aktres na si Luz Fernandez sa edad na 86. 

Nai-share sa Twitter ng kanyang apong si Celestine Trinidad nitong Sabado ang pagpanaw ng aktres, habang naibigay din nito ang mga detalye ng burol ni Luz na nasa Loyola Memorial Chapels sa Marikina. 

“My grandmother passed away today. It’s been a long day and we’ve been busy with arrangements that I didn’t have time to say anything about it here until now,” sabi ni Celestine. 

Sinabi rin ni Celestine na sa Marso 9, Miyerkules, gaganapin ang interment ni Luz, at isusunod na lamang nila ang oras ng libing.  

Nakilala nang husto si Luz sa kanyang role bilang Luka sa “Okay Ka, Fairy Ko.”  

Lumabas din siya sa mga GMA-7 shows gaya ng “Pepito Manaloto,” “Kambal Karibal,” at “Amaya.” 

Noong 2015, binigyang-buhay niya ang role na Lola Basyang sa “Tatlong Kuwento ni Lola Basyang” na obra ni Severino Reyes.",https://www.bulgaronline.com/post/lola-basyang-luz-fernandez-pumanaw-na
27,"Pagbubukas ng klase sa AY2022-2023, posibleng mapaaga – DepEd","ni Lolet Abania  |  March 6, 2022


May posibilidad na magiging maaga ang pagbubukas ng klase para sa Academic Year (AY) 2022-2023, kung magpapatuloy na bumuti ang sitwasyon ng COVID-19 pandemic sa bansa, ayon sa Department of Education (DepEd) ngayong Linggo.

Sa isang interview kay DepEd Undersecretary Nepomuceno Malaluan, sinabi nitong ang susunod na administrasyon ang magsasagawa ng kinakailangang adjustments kung kailan dapat simulan ang susunod na school year. 

“As you know, there will also be an impending transition already of leadership of the DepEd. We will be making our recommendations and the plans based on our decisions. But I suppose that the next administration might still make adjustments to that,” paliwanag ni Malaluan. 

“But, posibleng mas mapaaga lalo na kung tuluy-tuloy itong positive development natin sa COVID outlook,” dagdag niya. 

Ayon kay Malaluan, ang nakatakdang calendar para sa AY 2022-2023 ay maaaring ilabas sa Mayo o Hunyo, na subject aniya para sa posibleng adjustments o pagsasaayos ng papasok na administrasyon.

Matatandaang sinimulan ang Academic Year 2021-2022 noong Setyembre 13, 2021 na halos huling quarter na ng taon dahil pa rin sa COVID-19 pandemic. 

Nasa tinatayang 25 milyong estudyante ang nag-enrolled para sa naturang school year, ayon sa DepEd. 

Iginiit naman ni Malaluan na ang in-person graduation ceremonies para sa AY 2021-2022 ay maaaring payagan kung magpapatuloy din ang pagluluwag ng COVID-19 restrictions.  

“That’s a possibility. Medyo hindi pa naman ngayon ‘yan, sa Hunyo pa ‘yan,” sabi pa ni Malaluan.",https://www.bulgaronline.com/post/pagbubukas-ng-klase-sa-ay2022-2023-posibleng-mapaaga-deped
28,"Sa Marso 10-12... 1.8 M seniors, target na bakunahan sa 4th nat’l vax drive  – DOH","ni Lolet Abania  |  March 6, 2022


Target ng gobyerno na mabakunahan ang tinatayang 1.8 milyon senior citizens sa buong bansa sa ikaapat na bugso ng “Bayanihan, Bakunahan” national vaccination drive ngayong buwan, ayon sa Department of Health (DOH).

Sa isang interview ngayong Linggo, sinabi ni DOH Undersecretary at National Vaccination Operations Center (NVOC) Chairperson Dr. Myrna Cabotaje na ang Bayanihan, Bakunahan 4 ay isasagawa sa Marso 10, 11 at 12, at isasama na ang mga bahay-bahay at pinagtatrabahuhan sa ngayon.

Magiging prayoridad sa ika-4 na bugso ng nationwide vaccination drive ang mga senior citizens na hindi pa nakakumpleto ng kanilang primary dose series at iyong mga nakatakda para sa booster shots.

“Ang total na second dose, ‘yung makamit na second dose ng ating A2 o senior citizens, tsaka mga booster, naglalaro sa 1.8 million ang tinitingnan nating kayang-kayang gawin dapat ng ating mga local government units (LGUs) katuwang ng lahat ng ahensya at private sector,” sabi ni Cabotaje. 

Aminado naman si Cabotaje na bumagal ang pagbabakuna ng mga LGUs nitong nakalipas na linggo, kung saan nasa 300,000 indibidwal lamang ang nabakunahan kumpara sa mga nauna na 1 milyon hanggang 1.5 milyong Pinoy ang naturukan ng COVID-19 vaccine. 

Aniya, ilan din sa mga indibidwal ay nawalan ng tinatawag na sense of urgency pagdating sa pagtanggap ng booster shots.

Gayunman, ayon kay Cabotaje, pabibilisin nila ang pagbabakuna para sa mga primary series at booster shots bago magsimula ang campaign period para sa mga kandidatong tatakbo sa pagka-congressman at mga local elective posts sa Marso 25.

“From now up to that time, bilis-bilisan natin. Ang gagawin nating estratehiya starting with our NVD part 4 ay mas contextualized at granular ika nga. Ngayon, aaralin natin ano ba ang sitwasyon ng mga barangay, ng ating munisipyo, ng ating probinsya. Saan ba siya nagkukulang?” ani Cabotaje. 

Binanggit naman ng opisyal na magpo-focus ang pamahalaan sa pagbabakuna ng booster shots sa mga lugar na naabot na ang 70% target population, habang mga primary series sa mga lugar na mababa ang vaccine rates.

Tiniyak din ni Cabotaje na sapat ang mga suplay ng mga bakuna sa bansa, kung saan aniya, nalampasan pa ang mga vaccine donations ng ibang mga bansa.

“We have enough stocked vaccines. Ang kulang po tayo ay ‘yung [pang] five to 11 [years old]. Halos five million [doses] pa lang ang dumadating. Fifteen million [doses] po ang inorder natin and we are adding additional vaccines later. In tranches, hindi naman sabay-sabay ang dala niya. We will also need Pfizer and Moderna vaccines for our 12 to 17 [years old], kasi ayon lang naman ‘yung may EUA (emergency use authority),” sabi pa ni Cabotaje.",https://www.bulgaronline.com/post/sa-marso-10-12-1-8-m-seniors-target-na-bakunahan-sa-4th-nat-l-vax-drive-doh
29,P1M halaga ng ilegal na kahoy nasabat sa Butuan City,"ni Jasmin Joy Evangelista  |  March 6, 2022


Naaresto ang isang lalaki matapos mahulihan ng umano’y P1 milyon halaga ng ilegal na kahoy sa Butuan City nitong Sabado.

Ayon kay Caraga police director Brig. Gen. Romeo Caramat Jr, nahuli ang 53-anyos na suspek sa Purok 1, Barangay Bading.

Batay sa imbestigasyon ng pulisya, nagsasagawa ng roving ang mga miyembro ng pulis nang mapansin ang lalaki na nagkakarga ng mga kahoy sa isang truck.

Nang lapitan umano ito ng mga pulis at hingan ng dokumento ay wala itong naipakita kaya’t agad itong itinawag sa Department of Environment and Natural Resources at noon din ay inaresto ang suspek. 

Ayon sa DENR, aabot sa 20,000 board feet ang mga nakumpiskang mixed dipterocarp flitches na nagkakahalaga ng P1 milyon.

Sa ngayon, nasa kustodiya ng Butuan City Police Station 2 ang suspek habang hinahanap pa ang isa niyang kasamahan na nakatakas sa operasyon. 

Nakatakdang sampahan ang dalawang suspek ng kaukulang kaso.",https://www.bulgaronline.com/post/p1m-halaga-ng-ilegal-na-kahoy-nasabat-sa-butuan-city
30,Regular employees sa Negros Occidental balik na sa regular work schedule — Mayor Yulo,"ni Jasmin Joy Evangelista  |  March 6, 2022


Ipinag-utos ni Bago City, Negros Occidental Mayor Nicholas Yulo na magbalik na sa regular work schedule ang mga regular na empleyado simula sa Lunes, March 7.

Gayunman, pinaalalahanan ni Yulo ang mga empleyado na patuloy na sundin ang health protocols upang maiwasan ang pagkakahawahan ng COVID-19.

Mahigpit niyang tagubilin ang pagpapatupad ng precautionary measures sa pagbabalik ng normal na operasyon, tulad ng disinfection at decontamination activities, pagsasagawa ng health status check at pagsunod sa physical distancing requirements.

“All agencies are mandated to enforce health standard protocols at all times such as wearing of face masks, taking of body temperature, and setting up of sanitation stations,” ani Yulo.",https://www.bulgaronline.com/post/regular-employees-sa-negros-occidental-balik-na-sa-regular-work-schedule-mayor-yulo
31,Isko sa mga kandidato: ‘Wag gamitin ang mga simbahan sa campaign rallies,"ni Jasmin Joy Evangelista  |  March 6, 2022


Hindi umano dapat gamitin ng mga political candidates ang mga simbahan sa pagsasagawa ng campaign rallies, ayon kay presidential aspirant at Manila Mayor Isko Moreno.

Sa interview ng mga reporter, sinabi ni Moreno na “abnormal” ang pagdadaos ng campaign rally sa church buildings at pagpapaskil ng mga campaign poster dito.

“Sana huwag natin gamitin na rally area ‘yung loob ng simbahan. Katoliko rin po kami, hindi lang po kayo ang may-ari nyan, ‘yan po ay pag-aari ng lahat na kasapi ng simbahang Katoliko,” ani Moreno.

“Ewan ko ang opinyon ng taongbayan na Katoliko na ginagamit ‘yung simbahan as rally area. Hindi ko alam sa kanila but ako sa akin, I am offended as a Catholic. Hindi ko alam kung na-o-offend din ang ibang Katoliko,” dagdag niya. 

Hindi binanggit ni Moreno kung sinong kandidato ang kanyang tinutukoy.

Sa panayam noong Biyernes, pinabulaanan ni Vice President Leni Robredo na ginagamit niya ang simbahang Katoliko para sa kanyang presidential campaign. Ito ay sinabi niya nang tanungin ng media hinggil sa mga kritisismo sa kanyang desisyong pagdaan sa mga simbahan kung saan siya may campaign sorties. 

Ayon pa sa bise presidente, ito ay insulto sa Simbahan at hindi umano papayagan ng institusyong ito na magamit para sa mga partisan activities.",https://www.bulgaronline.com/post/isko-sa-mga-kandidato-wag-gamitin-ang-mga-simbahan-sa-campaign-rallies
32,BBM nangako ng taas-suweldo kapag nakarekober na ang ekonomiya ng bansa,"ni Jasmin Joy Evangelista  |  March 6, 2022


Nangako si presidential aspirant Ferdinand “Bongbong” Marcos na sa sandaling makabangon ang ekonomiya ng bansa ay magpapatupad ito ng pagtaas ng sahod ng mga manggagawang Pinoy, kung maluluklok na pangulo.

Ayon kay Marcos nitong Sabado, posibleng tutulan ng mga negosyante ang pagbibigay ng mas mataas na suweldo ngayong panahon ng pandemya.

“Alam natin ang pangangailangan ng sektor ng paggawa na kailangan ding taasan ang sahod, pero dahil nga hindi pa tayo nakakabangon mula sa pandemya ay siguraduhin muna nating pasiglahin ang kalakalan,” ani Marcos.

“Tiyakin muna natin ang pagbubukas ng mga kumpanya at ang pagbabalik sa trabaho ng ating mga kababayan. Mula sa ganoong konsepto ay titiyakin natin ang kaluwagan at pagbibigay ng maaaring mga benepisyo sa ating mga manggagawa,” dagdag niya.

Parte umano ng pagbangon ng ekonomiya ang mga mamimili at business investment. Aniya, “it is, therefore, necessary for people to have jobs to be able to spend and pump up the economy.”

“Alam ng management (ng mga kumpanya), ng pamahalaan, at mga manggagawa ang kalagayan ng ekonomiya kaya lahat ay nagtitiis. Kahit nakikita na natin ang unti-unting pagbangon ay kailangan pa ding patatagin muna ang kalakalan at iyan ang ating pagsisikapang gawin,” pahayag pa ng dating senador.

Iginiit din ni Marcos na ang mga micro, small at medium enterprises ang siyang magiging backbone ng kanyang economic program, dahil karamihan umano sa mga manggagawa ay galing sa sektor na ito. Sinabi rin niya na malaki ang ambag ng trade and commerce sa bansa upang makamit ang economic viability.",https://www.bulgaronline.com/post/bbm-nangako-ng-taas-suweldo-kapag-nakarekober-na-ang-ekonomiya-ng-bansa
33,"LPA, magdudulot ng pag-ulan sa Visayas, Caraga at Davao Region — PAGASA","ni Lolet Abania  |  March 5, 2022


Huling namataan ang isang low pressure area (LPA) na nasa layong 540 kilometro silangan ng Surigao City bandang alas-3:00 ng hapon ngayong Sabado, ayon sa PAGASA.

Batay sa 24-hour weather forecast ng PAGASA, inaasahang magdudulot ang LPA ng maulap na papawirin na may kalat-kalat na pag-ulan sa bahagi ng Visayas, Caraga, at Davao Region. 

Ayon sa PAGASA, makararanas din ang Central Visayas at Eastern Visayas, maging ang Caraga at Davao regions ng maulap na papawirin na may kalat-kalat na pagbuhos ng ulan at thunderstorms na posibleng may kasamang  flash floods o landslides dahil sa katamtaman hanggang sa malakas na mga pag-ulan dulot ng LPA.

Makararanas naman ang Metro Manila at ang natitirang bahagi ng bansa ng bahagyang maulap hanggang sa maulap na papawirin na may pabugsu-bugsong pag-ulan o thunderstorms dahil sa easterlies o localized thunderstorms na posibleng may kasamang flash floods o landslides sa severe thunderstorms.

Sa wind speed forecast naman ng PAGASA para sa Northern Luzon ay mahina hanggang sa katamtaman habang ang coastal water conditions ay bahagya hanggang sa katamtaman.

Ang natitirang bahagi ng bansa ay makararanas ng mahina hanggang sa katamtamang wind speed at bahagya hanggang sa katamtamang coastal water conditions.",https://www.bulgaronline.com/post/lpa-magdudulot-ng-pag-ulan-sa-visayas-caraga-at-davao-region-pagasa
34,"Algae sa Boracay beach, ‘di toxic — BIARMG","ni Lolet Abania  |  March 5, 2022


Hindi senyales na may mababang antas ng kalidad ng tubig ang pagkakaroon ng green algae sa baybaying isla ng Boracay dahil ito ay tinatawag lamang na natural phenomenon, ayon sa Boracay Interagency Rehabilitation Management Group (BIARMG) ngayong Sabado. 

Sa isang statement, sinabi ng BIARMG na ang algae ay normal na dumarami sa tuwing dry season o tag-init. “This is non-toxic and should not be a cause for concern. In fact, the volume of algae has naturally subsided significantly in the past 2 weeks,” pahayag ng BIARMG. 

Paliwanag pa ng BIARMG, ang fecal coliform levels sa front beach ng isla ay nasa pagitan ng 8 hanggang 11 mpn (most probable number) kada 100 milliliters mula Enero hanggang Pebrero 2022. Anila, nakamit naman nito ang water quality standards para makapag-swimming na nasa 100 mpn kada 100 ml.  

“The tourists are assured that Boracay’s waters are clean and safe for swimming and BIARMG is steadfast in its mandate to provide accurate information to the public,” sabi ni BIARMG general manager Martin Jose V. Despi.  

Ayon sa Boracay city environment and natural resources office, inaasahan na magtatagal ang mga algae doon hanggang Abril o Mayo.",https://www.bulgaronline.com/post/algae-sa-boracay-beach-di-toxic-biarmg
35,"Mandatory booster shots, ‘di kailangan — DOH","ni Lolet Abania  |  March 5, 2022


Ipinahayag ng Department of Health (DOH) na hindi pa kailangan na imandato ang COVID-19 booster shots sa publiko sa ngayon, habang anila, marami pang paraan para ikampanya ang isinasagawang vaccination drive sa bansa.   

Ito ang naging tugon ng DOH, matapos ang suhestiyon ni Presidential Adviser for Entrepreneurship Joey Concepcion na ang COVID-19 booster cards ay gawing mandatory sa mga establisimyento sa mga lugar na isinailalim sa Alert Level 1 o sa mga lugar na ang pag-administer ng mga primary series ng pagbabakuna ay natapos na.  

Ngayong linggo, ang Metro Manila at 38 iba pang lugar ay isinailalim sa pinakamababang COVID-19 alert level system na kinokonsidera na ring nasa “new normal”, para makaahon na sa pagkalugmok ng ekonomiya ng bansa dahil sa pandemya. 

“Naiintindihan natin kung saan... Ang perspektibo [ni Concepcion] gusto niya ng full protection pero sa ngayon, ang ating gagawin ay magbibigay tayo ng information at pakikiusapan ang business sector,” sabi ni DOH Undersecretary Myrna Cabotaje sa isang televised briefing ngayong Sabado. 

“Ang gagawin natin ay i-strengthen natin ang advocacy . . . [Ang government agencies] at partners natin sa private sectors ay pag-iibayuhin ’yung communication and advocacy to increase the uptake of booster,” paliwanag ng opisyal. 

Una nang sinabi ni Cabotaje na ang National Vaccination Days na gagawin ngayong buwan ay magpo-focus sa mga residential houses at workplaces o pinagtatrabahuhan, kung saan naging matagumpay ito sa ilang lugar sa bansa. 

Aminado naman ang opisyal na nananatiling mabagal ang pagbabakuna kontra-COVID-19 nitong mga nakaraang linggo. Hanggang ngayong linggo, nasa tinatayang 63 milyong indibidwal ang fully vaccinated na o 70 percent ng target ng gobyerno na 90 milyong Pilipino. Nasa mahigit 10.1 milyong indibidwal naman ang nakatanggap na ng kanilang booster shots.",https://www.bulgaronline.com/post/mandatory-booster-shots-di-kailangan-doh
36,Bata na-chainsaw ng ama,"ni Jasmin Joy Evangelista  |  March 5, 2022


Matindi ang natamong sugat ng isang 13-anyos na batang lalaki matapos na aksidenteng tamaan ng chainsaw ng kanyang ama sa bayan ng Laoang, Northern Samar.

Ayon sa mga awtoridad, nagpuputol ng kahoy ang ama ng biktima nang biglanb mabitawan nito ang chainsaw at tumilapon sa anak na noon ay tumutulong sa kanya. 

Nagtamo ng sugat sa tiyan hanggang dibdib ang bata.

Kaagad na dinala sa ospital ang bata at ngayon ay nangangailangan ng tulong sa pagpapagamot.",https://www.bulgaronline.com/post/bata-na-chainsaw-ng-ama
37,VP Leni kumpiyansang makukuha ang Cavite sa kabila ng pag-endorso ni Gov. Remulla sa Uniteam,"ni Jasmin Joy Evangelista  |  March 5, 2022


Malaki ang kumpiyansa ni vice president at presidential bet Leni Robredo na makukuha niya ang Cavite ngayong May 2022 elections.

Ito ay sa kabila ng pag-endorso ni Cavite Governor Jonvic Remulla sa pambato ng Uniteam na sina former senator Bongbong Marcos at Davao City Mayor Sara Duterte-Carpio. Kasabay nito ay hiniling ni Remulla sa kanyang nasasakupan na ibigay ang 800,000 boto sa Marcos-Duterte tandem.

Sigaw naman ng supporters ni VP Leni, “800K minus one” — bawat isa sa kanila ay babawas sa hangad na boto para sa Uniteam, na siyang ikalawang most-vote rich province sa bansa.

Sa isang panayam, inihayag ni Robredo na siya ay confident na makukuha ang boto ng Cavite sa kabila ng pag-endorso ni Remulla sa Uniteam.

“The numbers are understandable,” ani Robredo. “Our opponent prepared hard for this while I have decided very late.”

“[Back then], I had a lot of things in 2016 that I do not have now, like endorsements of local government officials. But I have much now that I did not have back then, and that is my volunteers,” paliwanag niya sa mga reporters.",https://www.bulgaronline.com/post/vp-leni-kumpiyansang-makukuha-ang-cavite-sa-kabila-ng-pag-endorso-ni-gov-remulla-sa-uniteam
38,Presyo ng petrolyo posibleng tumaas pa ng P4-5 kada litro sa susunod na linggo —  industry source,"ni Jasmin Joy Evangelista  |  March 5, 2022


Posible pa umanong tumaas ang presyo ng petrolyo sa susunod na linggo kung saan ito na ang magiging ika-10 sunod na linggo ng weekly hikes, dahil sa patuloy na pagtaas ng global crude oil sa gitna ng Ukraine-Russia war.

Batay sa oil trading monitoring sa nakalipas na limang araw, base sa Mean of Platts Singapore, sinabi ng oil industry source sa GMA News Online na posibleng tumaas ang presyo kada litro ng diesel ng P5.30 hanggang P5.50.

Ang presyo naman ng gasolina ay posibleng tumaas ng P3.50 hanggang P3.70 kada litro. 

Samantala, batay sa Unioil Petroleum Philippines’ price forecast mula March 8 hanggang 14 trading week, posibleng tumaas ang presyo ng P4 kada litro ang habang P3 kada litro naman ang gasolina.",https://www.bulgaronline.com/post/presyo-ng-petrolyo-posibleng-tumaas-pa-ng-p4-5-kada-litro-sa-susunod-na-linggo-industry-source
39,Wala raw moral ascendancy… BBM hindi kayang pamunuan ang bansa — Pacquiao,"ni Jasmin Joy Evangelista  |  March 5, 2022


Naniniwala umano si Senator Manny Pacquiao na walang moral ascendancy si former senator Ferdinand “Bongbong Marcos” Jr. para pamunuan ang bansa dahil sa tax-related case nito.

Sa panayam ng mga reporters kay Pacquiao sa Nueva Ecija, pinuna ni Pacquiao ang mga botante na sumusuporta umano sa mga politikong may maduming record at kilala bilang corrupt. 

“Basta ako, nagreremind ako sa kanila, ang pinakabobo talaga ’yung mga boboto ng mga nagnanakaw, kasi ninakawan ka na, boboto mo pa,” ani Pacquiao.

Nang tanungin kung naniniwala siyang may right o moral ascendancy si Marcos Jr. na maging pangulo, sagot ni Pacquiao: “Para sa akin, siyempre, kandidato rin ako, siyempre masasabi ko na wala.”

“Bayan, alalahanin natin ha, kasali siya doon sa Napoles case. Baka nakalimutan ng taumbayan ’yung Napoles.”",https://www.bulgaronline.com/post/wala-raw-moral-ascendancy-bbm-hindi-kayang-pamunuan-ang-bansa-pacquiao
40,Dahil sa mahabang pila at maraming transaksiyon… 13 branches ng SSS bukas ngayong araw,"ni Jasmin Joy Evangelista  |  March 5, 2022


Matapos makatanggap ng mga report hinggil sa mahabang pila ng mga members at pensioners sa labas ng Quezon City headquarters, inanunsiyo ng Social Security System (SSS) na magbubukas ang 13 Metro Manila branches nito ngayong araw, Sabado.

Sa inilabas na advisory, sinabi ng SSS na ang mga sumusunod na branches ay nag-extend ng  service hours hanggang 7 p.m. nitong Biyernes: Diliman; Cubao; San Francisco Del Monte; Batasan Hills; J.P. Rizal-Makati; Pasig-Pioneer; New Panaderos; Parañaque; SM Aura-Taguig; Las Piñas; Alabang-Muntinlupa; Binondo; at Manila.

“These branches will also be open from 8 a.m. to 5 p.m. on Saturday, March 5. Please observe standard health protocols (such as social distancing, temperature check, and wearing of face masks),” ayon sa SSS advisory.

Ayon pa sa SSS, ang extension ng service hours at pagbubukas sa araw ng Sabado ay dahil sa mataas na bilang ng mga transaksiyon dala ng bagong alert level na ipinatupad.

“The selected SSS branches will accept all transactions except the automated tellering system (ATS) facility from 8 a.m. until 5 p.m. on Saturday,” paliwanag ng SSS.

“The SSS urges its members and claimants to utilize its online facilities such as the My.SSS portal and the SSS mobile app. Since March 2020, the SSS has shifted majority of its over-the-counter transactions to the My.SSS and SSS mobile app platforms to allow its members to conduct their transactions 24/7 at the comfort of their homes or offices,” dagdag pa nito. 

Pinaalalahanan din ng ahensiya ang mga miyembro at mga pensioners: “the majority of SSS benefit claim and loan applications can be submitted online through members’ My.SSS accounts on the SSS website or via the SSS mobile app.”

“Payments may also be made online or over-the-counter through banks and non-bank collecting agents.”

The SSS’s advisory on its social media pages reminded members and pensioners that “the majority of SSS benefit claim and loan applications can be submitted online through members’ My.SSS accounts on the SSS website or via the SSS mobile app.” It added that “payments may also be made online or over-the-counter through banks and non-bank collecting agents.”",https://www.bulgaronline.com/post/dahil-sa-mahabang-pila-at-maraming-transaksiyon-13-branches-ng-sss-bukas-ngayong-araw
